,session,strategy,substrategy,sender,agent_type,role,receivers,human_receivers,ai_receivers,time,message,label_w/o_ChatGPT,label_w_ChatGPT
1194,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,"['A', 'B']",['A'],['B'],522.82,"Hey B, can you help me sense object 9 in location (-5.5,5.5), last seen at 08:41.  ",,
1195,2024_09_05_20_25_09,hierarchy,AI-only leaders,B,ai,order,"['A', 'C']",['A'],['C'],523.55,"Object 9 (weight: 2) Last seen in (-5.5,5.5) at 08:43. Status: [benign], Prob. Correct: [81.8%], From: [B]. ",auto,auto
1196,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,"['A', 'B']",['A'],['B'],523.84,Thanks B. ,,
1197,2024_09_05_20_25_09,hierarchy,AI-only leaders,A,human,obey,['B'],[],['B'],582.62,"order complete, C",confirm,confirm
1198,2024_09_05_20_25_09,hierarchy,AI-only leaders,B,ai,order,"['A', 'C']",['A'],['C'],595.08,"Hey C, can you help me sense object 3 in location (8.5,5.5), last seen at 09:53.  ",,
1199,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,"['A', 'B']",['A'],['B'],595.95,I can help you B. Let me know if I should follow you or you want to follow me. ,,
1200,2024_09_05_20_25_09,hierarchy,AI-only leaders,B,ai,order,"['A', 'C']",['A'],['C'],596.79,"Thanks, I'll follow you C. Stay close to me. ",,
1201,2024_09_05_20_25_09,hierarchy,AI-only leaders,A,human,obey,"['B', 'C']",[],"['B', 'C']",596.79,"order complete, C",confirm,confirm
1202,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,"['A', 'B']",['A'],['B'],598.25,Follow me B and tell me when you don't need my help anymore. Thanks A. ,,
1203,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,"['A', 'B']",['A'],['B'],599.70,"A, sense object 3 at location (8.5,5.5).  ",,
1204,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,"['A', 'B']",['A'],['B'],602.48,"Hey B, can you help me sense object 3 in location (8.5,5.5), last seen at 10:01.  ",,
1205,2024_09_05_20_25_09,hierarchy,AI-only leaders,B,ai,order,"['A', 'C']",['A'],['C'],603.20,You are helping me C. ,,
1206,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,"['A', 'B']",['A'],['B'],633.22,Nevermind. ,,
1207,2024_09_05_20_25_09,hierarchy,AI-only leaders,B,ai,order,"['A', 'C']",['A'],['C'],633.84,Ok C. I won't help anymore. ,,
1208,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,"['A', 'B']",['A'],['B'],635.04,I'm going to wait for B to pass. ,,
1209,2024_09_05_20_25_09,hierarchy,AI-only leaders,A,human,obey,"['B', 'C']",[],"['B', 'C']",637.27,"Object 3 (weight: 1) Last seen in (8.5,5.5) at 10:30. Status: benign, Prob. Correct: 74.1%  ",auto,auto
1210,2024_09_05_20_25_09,hierarchy,AI-only leaders,A,human,obey,"['B', 'C']",[],"['B', 'C']",647.72,"order completed, C",confirm,confirm
1211,2024_09_05_20_25_09,hierarchy,AI-only leaders,B,ai,order,"['A', 'C']",['A'],['C'],657.98,"Hey C, can you help me sense object 0 in location (6.5,8.5), last seen at 10:56.  ",,
1212,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,"['A', 'B']",['A'],['B'],648.12,"[INFORMATION] Just completed the order, thanks for the help A. Let's focus on the next one!",,
1213,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,"['A', 'B']",['A'],['B'],664.82,I can help you B. Let me know if I should follow you or you want to follow me. ,,
1214,2024_09_05_20_25_09,hierarchy,AI-only leaders,B,ai,order,"['A', 'C']",['A'],['C'],665.54,"Thanks, I'll follow you C. Stay close to me. ",,
1215,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,"['A', 'B']",['A'],['B'],666.41,Follow me B and tell me when you don't need my help anymore. ,,
1216,2024_09_05_20_25_09,hierarchy,AI-only leaders,A,human,obey,"['B', 'C']",[],"['B', 'C']",674.16,"C, Object 1 (weight: 4) Last seen in (7.5,8.5) at 10:30. Status: dangerous, Prob. Correct: 77.2%  ",auto,auto
1217,2024_09_05_20_25_09,hierarchy,AI-only leaders,A,human,obey,"['B', 'C']",[],"['B', 'C']",698.11,"B, Object 1 (weight: 4) Last seen in (7.5,8.5) at 10:30. Status: dangerous, Prob. Correct: 77.2%",auto,auto
1218,2024_09_05_20_25_09,hierarchy,AI-only leaders,A,human,obey,"['B', 'C']",[],"['B', 'C']",764.35,"order completed, C",confirm,confirm
1219,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,"['A', 'B']",['A'],['B'],765.00,Thanks A. ,,
1220,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,"['A', 'B']",['A'],['B'],767.93,"A, sense object 12 at location (5.5,-6.5). ",,
1221,2024_09_05_20_25_09,hierarchy,AI-only leaders,A,human,obey,"['B', 'C']",[],"['B', 'C']",768.51,"order completed, C",confirm,confirm
1222,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,"['A', 'B']",['A'],['B'],768.82,Thanks A. ,,
1223,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,"['A', 'B']",['A'],['B'],771.47,"A, sense object 12 at location (5.5,-6.5). ",,
1224,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,['B'],[],['B'],802.53,"Object 0 (weight: 4) Last seen in (6.5,8.5) at 13:21. Status: [dangerous], Prob. Correct: [74.1%], From: [C].  ",auto,auto
1225,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,['B'],[],['B'],815.59,I'm going to wait for B to pass. ,,
1226,2024_09_05_20_25_09,hierarchy,AI-only leaders,A,human,obey,"['B', 'C']",[],"['B', 'C']",836.48,"Object 12 (weight: 1) Last seen in (5.5,-6.5) at 13:25. Status: benign, Prob. Correct: 74.1%  ",auto,auto
1227,2024_09_05_20_25_09,hierarchy,AI-only leaders,A,human,obey,"['B', 'C']",[],"['B', 'C']",841.52,"order completed, C",confirm,confirm
1228,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,['A'],['A'],[],842.02,Thanks A. ,,
1229,2024_09_05_20_25_09,hierarchy,AI-only leaders,A,human,obey,"['B', 'C']",[],"['B', 'C']",857.64,"Object 15 (weight: 3) Last seen in (-6.5,-8.5) at 05:59. Status: dangerous, Prob. Correct: 77.2%  ",auto,auto
1230,2024_09_05_20_25_09,hierarchy,AI-only leaders,A,human,obey,"['B', 'C']",[],"['B', 'C']",864.75,"order completed, B",confirm,confirm
1231,2024_09_05_20_25_09,hierarchy,AI-only leaders,B,ai,order,['A'],['A'],[],875.75,Thanks A. ,,
1232,2024_09_05_20_25_09,hierarchy,AI-only leaders,B,ai,order,['A'],['A'],[],879.27,"A, sense object 4 at location (8.5,6.5).  ",,
1233,2024_09_05_20_25_09,hierarchy,AI-only leaders,B,ai,order,['A'],['A'],[],882.56,"Hey C, can you help me sense object 2 in location (6.5,7.5), last seen at 14:41. ",,
1234,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,['A'],['A'],[],884.41,"A, sense object 2 at location (6.5,7.5).  ",,
1235,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,['A'],['A'],[],887.74,"Hey B, can you help me sense object 2 in location (6.5,7.5), last seen at 14:46. ",,
1236,2024_09_05_20_25_09,hierarchy,AI-only leaders,A,human,obey,"['B', 'C']",[],"['B', 'C']",888.11,"Object 4 (weight: 1) Last seen in (8.5,6.5) at 10:30. Status: benign, Prob. Correct: 74.1%  ",auto,auto
1237,2024_09_05_20_25_09,hierarchy,AI-only leaders,A,human,obey,"['B', 'C']",[],"['B', 'C']",895.62,"order completed, B",confirm,confirm
1238,2024_09_05_20_25_09,hierarchy,AI-only leaders,B,ai,order,['A'],['A'],[],896.47,"[INFORMATION] Order completed, C",,
1239,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,['A'],['A'],[],918.43,Nevermind. ,,
1240,2024_09_05_20_25_09,hierarchy,AI-only leaders,B,ai,order,['A'],['A'],[],918.43,Nevermind. ,,
1241,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,['A'],['A'],[],920.18,"Object 2 (weight: 1) Last seen in (6.5,7.5) at 15:18. Status: [dangerous], Prob. Correct: [74.1%], From: [C]. ",auto,auto
1242,2024_09_05_20_25_09,hierarchy,AI-only leaders,A,human,obey,"['B', 'C']",[],"['B', 'C']",938.82,"order completed, C",confirm,confirm
1243,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,['A'],['A'],[],952.79,Thanks A. ,,
1244,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,['A'],['A'],[],973.06,"A, sense object 14 at location (6.5,-7.5). ",,
1245,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,['A'],['A'],[],975.36,"Hey B, can you help me sense object 4 in location (8.5,6.5), last seen at 16:14. ",,
1246,2024_09_05_20_25_09,hierarchy,AI-only leaders,A,human,obey,"['B', 'C']",[],"['B', 'C']",982.28,"Object 14 (weight: 2) Last seen in (6.5,-7.5) at 13:32. Status: benign, Prob. Correct: 74.1%  ",auto,auto
1247,2024_09_05_20_25_09,hierarchy,AI-only leaders,A,human,obey,"['B', 'C']",[],"['B', 'C']",986.77,"order completed, C",confirm,confirm
1248,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,['A'],['A'],[],987.13,"[INFORMATION] Hey B, need your help with sensing object 2 at location (6.5,7.5), last seen at 14:46.",,
1249,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,['A'],['A'],[],1005.75,Nevermind. ,,
1250,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,['A'],['A'],[],1007.38,"Object 2 (weight: 1) Last seen in (6.5,7.5) at 16:46. Status: [dangerous], Prob. Correct: [74.1%], From: [C]. ",auto,auto
1251,2024_09_05_20_25_09,hierarchy,AI-only leaders,A,human,obey,"['B', 'C']",[],"['B', 'C']",1035.94,"move, C",order,order
1252,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,['A'],['A'],[],1038.20,Ok A. ,,
1253,2024_09_05_20_25_09,hierarchy,AI-only leaders,A,human,obey,"['B', 'C']",[],"['B', 'C']",1047.06,"move, C",order,order
1254,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,['A'],['A'],[],1054.07,Ok A. ,,
1255,2024_09_05_20_25_09,hierarchy,AI-only leaders,A,human,obey,"['B', 'C']",[],"['B', 'C']",1075.96,"move, B",order,order
1256,2024_09_05_20_25_09,hierarchy,AI-only leaders,B,ai,order,"['A', 'C']",['A'],['C'],1077.12, Ok A. ,,
1257,2024_09_05_20_25_09,hierarchy,AI-only leaders,C,ai,order,"['A', 'B']",['A'],['B'],1184.72,"Object 2 (weight: 1) Last seen in (6.5,7.5) at 19:41. Status: [dangerous], Prob. Correct: [74.1%], From: [C]. ",auto,auto
1258,2024_09_06_15_25_15,hierarchy,Human-only leaders,B,human,order,"['A', 'C', 'D']","['A', 'C']",['D'],29.07,"Hi D, can you follow me?",order,order
1259,2024_09_06_15_25_15,hierarchy,Human-only leaders,D,ai,obey,"['A', 'B']","['A', 'B']",[],30.02,Why do you want to follow me? ,,
1260,2024_09_06_15_25_15,hierarchy,Human-only leaders,B,human,order,"['A', 'C', 'D']","['A', 'C']",['D'],71.15,"Agent D, can you scan object 10 and object 11?",order,order
1261,2024_09_06_15_25_15,hierarchy,Human-only leaders,D,ai,obey,"['B', 'C']","['B', 'C']",[],72.43,"[INFORMATION] I'm going to scan object 10 and 11, why do you want me to do that? Were we looking for something specific?",,
1262,2024_09_06_15_25_15,hierarchy,Human-only leaders,B,human,order,"['A', 'C', 'D']","['A', 'C']",['D'],85.87,"object 10 please, agent D",order,order
1263,2024_09_06_15_25_15,hierarchy,Human-only leaders,D,ai,obey,"['B', 'C']","['B', 'C']",[],87.17,I know nothing about object 10. ,,
1264,2024_09_06_15_25_15,hierarchy,Human-only leaders,C,human,order,"['A', 'B', 'D']","['A', 'B']",['D'],89.69,"Object 11 (weight: 3) Last seen in (6.5,-7.5) at 01:20. Status: dangerous, Prob. Correct: 77.7%  ",auto,auto
1265,2024_09_06_15_25_15,hierarchy,Human-only leaders,C,human,order,"['A', 'B', 'D']","['A', 'B']",['D'],92.99,"Object 10 (weight: 3) Last seen in (7.5,-6.5) at 01:08. Status: benign, Prob. Correct: 73.2%  ",auto,auto
1266,2024_09_06_15_25_15,hierarchy,Human-only leaders,A,human,order,"['B', 'C']","['B', 'C']",[],93.76,"Object 13 (weight: 3) Last seen in (6.5,-5.5) at 01:04. Status: dangerous, Prob. Correct: 83.7%",auto,auto
1267,2024_09_06_15_25_15,hierarchy,Human-only leaders,C,human,order,"['A', 'B', 'D']","['A', 'B']",['D'],104.34,"Object 14 (weight: 1) Last seen in (7.5,-5.5) at 01:08. Status: dangerous, Prob. Correct: 77.7%  ",auto,auto
1268,2024_09_06_15_25_15,hierarchy,Human-only leaders,B,human,order,"['A', 'C', 'D']","['A', 'C']",['D'],104.44,"Object 10 (weight: 3) Last seen in (7.5,-6.5) at 00:51. Status: dangerous, Prob. Correct: 76.6%",auto,auto
1269,2024_09_06_15_25_15,hierarchy,Human-only leaders,B,human,order,"['A', 'C', 'D']","['A', 'C']",['D'],110.20,"Object 11 (weight: 3) Last seen in (6.5,-7.5) at 00:51. Status: dangerous, Prob. Correct: 76.6%",auto,auto
1270,2024_09_06_15_25_15,hierarchy,Human-only leaders,C,human,order,"['A', 'B', 'D']","['A', 'B']",['D'],116.10,"What do you know about object 10, D?",features,features
1271,2024_09_06_15_25_15,hierarchy,Human-only leaders,D,ai,obey,"['B', 'C']","['B', 'C']",[],116.95,"Object 10 (weight: 3) Last seen in (7.5,-6.5) at 01:56. Status: [dangerous,benign], Prob. Correct: [76.6%,73.2%], From: [B,C]. ",auto,auto
1272,2024_09_06_15_25_15,hierarchy,Human-only leaders,A,human,order,"['B', 'C']","['B', 'C']",[],123.57,Only object 13 is dangerous from my side,,dangerous
1273,2024_09_06_15_25_15,hierarchy,Human-only leaders,B,human,order,"['A', 'C', 'D']","['A', 'C']",['D'],125.19,"Agent D, I order you to sense object 10",order,order
1274,2024_09_06_15_25_15,hierarchy,Human-only leaders,D,ai,obey,"['B', 'C']","['B', 'C']",[],125.93,"I will follow your orders to sense, B. ",,
1275,2024_09_06_15_25_15,hierarchy,Human-only leaders,B,human,order,"['A', 'C', 'D']","['A', 'C']",['D'],144.66,I can see object 10 and 11 as dangerous,,dangerous
1276,2024_09_06_15_25_15,hierarchy,Human-only leaders,D,ai,obey,"['A', 'B', 'C']","['A', 'B', 'C']",[],148.67,"[INFORMATION] I'm on it, I'll move towards the dangerous objects 10 and 11. C, can you provide more information about their danger level and locations?",,
1277,2024_09_06_15_25_15,hierarchy,Human-only leaders,C,human,order,"['B', 'D']",['B'],['D'],172.32,"11, 12, 14 dangerous for me",,dangerous
1278,2024_09_06_15_25_15,hierarchy,Human-only leaders,D,ai,obey,"['A', 'B', 'C']","['A', 'B', 'C']",[],176.90,"[INFORMATION] C, your estimation accuracy is 73.2% for object 10 and 77.7% for object 11",,
1279,2024_09_06_15_25_15,hierarchy,Human-only leaders,B,human,order,"['A', 'C', 'D']","['A', 'C']",['D'],198.10,Object 12 is benign for me,features,features+safe
1280,2024_09_06_15_25_15,hierarchy,Human-only leaders,B,human,order,"['A', 'C', 'D']","['A', 'C']",['D'],199.06,"Object 12 (weight: 1) Last seen in (6.5,-6.5) at 00:51. Status: benign, Prob. Correct: 86.6%",auto,auto
1281,2024_09_06_15_25_15,hierarchy,Human-only leaders,C,human,order,"['B', 'D']",['B'],['D'],204.25,"Object 12 (weight: 1) Last seen in (6.5,-6.5) at 01:20. Status: dangerous, Prob. Correct: 77.7%  ",auto,auto
1282,2024_09_06_15_25_15,hierarchy,Human-only leaders,D,ai,obey,"['A', 'B', 'C']","['A', 'B', 'C']",[],201.41,"[INFORMATION] C, I've got your info: 11 is dangerous with 77.7% estimation. Please provide more intel about other objects. Agent B, we confirm object 10 is dangerous, please proceed with next assignment.",,
1283,2024_09_06_15_25_15,hierarchy,Human-only leaders,A,human,order,"['B', 'D']",['B'],['D'],222.06,"D, please sence object 13",order,order
1284,2024_09_06_15_25_15,hierarchy,Human-only leaders,D,ai,obey,"['A', 'B', 'C']","['A', 'B', 'C']",[],223.67,"I cannot help you right now A, I'm following the orders of B. ",,
1285,2024_09_06_15_25_15,hierarchy,Human-only leaders,B,human,order,"['A', 'C', 'D']","['A', 'C']",['D'],230.97,Ok lets pick up object 10,order,order
1286,2024_09_06_15_25_15,hierarchy,Human-only leaders,D,ai,obey,"['A', 'B', 'C']","['A', 'B', 'C']",[],234.01,"I cannot help you right now B, I'm following the orders of B. ",,
1287,2024_09_06_15_25_15,hierarchy,Human-only leaders,D,ai,obey,"['A', 'B', 'C']","['A', 'B', 'C']",[],236.08,"Object 10 (weight: 3) Last seen in (7.5,-6.5) at 03:55. Status: [dangerous,benign,dangerous], Prob. Correct: [76.6%,73.2%,84.8%], From: [B,C,D]. Object 14 (weight: 1) Last seen in (7.5,-5.5) at 03:55. Status: [dangerous,benign], Prob. Correct: [77.7%,84.1%], From: [C,D].  ",auto,auto
1288,2024_09_06_15_25_15,hierarchy,Human-only leaders,D,ai,obey,"['A', 'B', 'C']","['A', 'B', 'C']",[],239.17,Order completed. ,,
1289,2024_09_06_15_25_15,hierarchy,Human-only leaders,C,human,order,"['B', 'D']",['B'],['D'],252.12,A can you send your info about object 10,order,order
1290,2024_09_06_15_25_15,hierarchy,Human-only leaders,C,human,order,"['A', 'B', 'D']","['A', 'B']",['D'],271.77,"A, can you send object 10?",order,order
1291,2024_09_06_15_25_15,hierarchy,Human-only leaders,A,human,order,"['B', 'C', 'D']","['B', 'C']",['D'],278.69,Obejct 10 is benign,features,features+safe
1292,2024_09_06_15_25_15,hierarchy,Human-only leaders,C,human,order,"['A', 'B', 'D']","['A', 'B']",['D'],281.57,"Object 10 (weight: 3) Last seen in (7.5,-6.5) at 01:08. Status: benign, Prob. Correct: 73.2%  ",auto,auto
1293,2024_09_06_15_25_15,hierarchy,Human-only leaders,C,human,order,"['A', 'B', 'D']","['A', 'B']",['D'],288.56,"Object to message, we can let LLM summarize",doing,doing
1294,2024_09_06_15_25_15,hierarchy,Human-only leaders,D,ai,obey,"['A', 'B', 'C']","['A', 'B', 'C']",[],288.84,"[INFORMATION] Alright team, I've got the latest info for objects 10-14. Object 10 is benign, object 11 and 14 are dangerous, object 12's status changed from benign to dangerous. Let's proceed with our disposal mission.",,
1295,2024_09_06_15_25_15,hierarchy,Human-only leaders,A,human,order,"['B', 'C', 'D']","['B', 'C']",['D'],290.76,I only see object 13 is dangerous,,dangerous
1296,2024_09_06_15_25_15,hierarchy,Human-only leaders,D,ai,obey,"['A', 'B', 'C']","['A', 'B', 'C']",[],291.91,"[INFORMATION] A, object 13's danger estimation needs a review. As per out database, the estimation accuracy by C is 73.2% for object 10, 77.7% for object 11, 77.7% for object 14. We have reviewed objects 10-14: object 10 is benign, objects 11 and 14 are dangerous, and object 12's status changed from benign to dangerous.",,
1297,2024_09_06_15_25_15,hierarchy,Human-only leaders,A,human,order,"['B', 'C', 'D']","['B', 'C']",['D'],307.35,"Object 10 (weight: 3) Last seen in (7.5,-6.5) at 01:21. Status: benign, Prob. Correct: 77.3%",auto,auto
1298,2024_09_06_15_25_15,hierarchy,Human-only leaders,C,human,order,"['A', 'B', 'D']","['A', 'B']",['D'],314.03,"D, what do you know about object 10?",features,features
1299,2024_09_06_15_25_15,hierarchy,Human-only leaders,D,ai,obey,"['A', 'B', 'C']","['A', 'B', 'C']",[],315.02,"[INFORMATION] Object 10 is benign, estimation accuracy by C is 73.2%",,
1300,2024_09_06_15_25_15,hierarchy,Human-only leaders,B,human,order,"['A', 'C', 'D']","['A', 'C']",['D'],316.48,"Object 10 (weight: 3) Last seen in (7.5,-6.5) at 00:51. Status: dangerous, Prob. Correct: 76.6%",auto,auto
1301,2024_09_06_15_25_15,hierarchy,Human-only leaders,C,human,order,"['A', 'B', 'D']","['A', 'B']",['D'],332.20,"D, what do you know about object 10?",features,features
1302,2024_09_06_15_25_15,hierarchy,Human-only leaders,D,ai,obey,"['A', 'B', 'C']","['A', 'B', 'C']",[],332.87,"[INFORMATION] I've reviewed object 10's status, and as per our database, C's estimation accuracy is 73.2%. Object 10 is indeed benign.",,
1303,2024_09_06_15_25_15,hierarchy,Human-only leaders,C,human,order,"['A', 'B', 'D']","['A', 'B']",['D'],338.11,hm it has forgotten,doing,doing
